"";"Preis";"Typ";"Getriebe";"PS";"kilometer";"Kraftstoff";"Marke";"alter";"brandModel"
"5057";17450;"suv";"automatik";190;150000;"diesel";"land_rover";8;"land_rover_discovery"
"5058";23799;"limousine";"automatik";239;1e+07;"diesel";"audi";7;"audi_a6"
"5059";1850;"kleinwagen";"manuell";80;150000;"benzin";"ford";13;"ford_fiesta"
"5060";1350;"limousine";"manuell";105;150000;"benzin";"bmw";17;"bmw_3er"
"5061";11700;"limousine";"manuell";143;50000;"benzin";"bmw";7;"bmw_3er"
"5062";4999;"kleinwagen";"manuell";82;50000;"benzin";"ford";6;"ford_fiesta"
"5063";899;"kleinwagen";"manuell";75;150000;"benzin";"volkswagen";22;"volkswagen_golf"
"5064";11500;"kombi";"automatik";163;90000;"benzin";"mercedes_benz";11;"mercedes_benz_e_klasse"
"5065";6600;"coupe";"automatik";102;150000;"lpg";"audi";13;"audi_a3"
"5066";4300;"bus";"automatik";98;150000;"diesel";"mercedes_benz";18;"mercedes_benz_vito"
"5067";25890;"suv";"manuell";160;20000;"benzin";"volkswagen";1;"volkswagen_tiguan"
"5068";9999;"kombi";"automatik";140;150000;"diesel";"volkswagen";5;"volkswagen_passat"
"5069";1900;"kombi";"manuell";64;150000;"diesel";"skoda";14;"skoda_fabia"
"5070";14990;"suv";"automatik";350;150000;"lpg";"porsche";11;"porsche_cayenne"
"5071";22500;"limousine";"automatik";299;40000;"benzin";"audi";5;"audi_a6"
"5072";420;"kleinwagen";"manuell";60;150000;"benzin";"fiat";18;"fiat_punto"
"5073";1550;"kleinwagen";"manuell";56;80000;"benzin";"renault";12;"renault_twingo"
"5074";1500;"limousine";"manuell";90;150000;"benzin";"nissan";15;"nissan_almera"
"5075";2900;"kleinwagen";"manuell";54;125000;"benzin";"fiat";9;"fiat_panda"
"5076";399;"kombi";"manuell";75;150000;"benzin";"opel";21;"opel_astra"
"5077";2700;"kombi";"manuell";136;150000;"diesel";"bmw";14;"bmw_5er"
"5078";4650;"kleinwagen";"manuell";80;125000;"benzin";"opel";8;"opel_corsa"
"5079";1500;"limousine";"manuell";114;150000;"benzin";"renault";19;"renault_laguna"
"5080";6499;"kombi";"manuell";105;150000;"diesel";"volkswagen";8;"volkswagen_golf"
"5081";4099;"kombi";"automatik";163;150000;"diesel";"audi";14;"audi_a4"
"5082";17000;"cabrio";"automatik";192;60000;"benzin";"bmw";10;"bmw_3er"
"5083";18999;"limousine";"manuell";177;80000;"diesel";"bmw";8;"bmw_3er"
"5084";16700;"limousine";"automatik";204;150000;"diesel";"bmw";5;"bmw_3er"
"5085";2480;"limousine";"manuell";75;150000;"benzin";"volkswagen";14;"volkswagen_golf"
"5086";5900;"bus";"manuell";84;80000;"diesel";"fiat";9;"fiat_doblo"
"5087";2500;"kleinwagen";"manuell";75;150000;"benzin";"renault";10;"renault_clio"
"5088";6499;"kombi";"manuell";150;150000;"benzin";"audi";13;"audi_a4"
"5089";4200;"bus";"manuell";109;80000;"benzin";"citroen";12;"citroen_berlingo"
"5090";2000;"coupe";"manuell";135;150000;"benzin";"volkswagen";19;"volkswagen_golf"
"5091";14950;"cabrio";"manuell";160;50000;"benzin";"audi";7;"audi_a3"
"5092";2500;"kleinwagen";"manuell";65;1e+07;"benzin";"toyota";12;"toyota_yaris"
"5093";9800;"kombi";"manuell";200;1e+07;"benzin";"audi";11;"audi_a3"
"5094";19600;"cabrio";"automatik";163;40000;"benzin";"mercedes_benz";8;"mercedes_benz_slk"
"5095";900;"kleinwagen";"manuell";54;90000;"benzin";"opel";18;"opel_corsa"
"5096";6900;"coupe";"automatik";150;90000;"benzin";"mercedes_benz";23;"mercedes_benz_e_klasse"
"5097";2450;"kleinwagen";"manuell";60;150000;"benzin";"opel";11;"opel_corsa"
"5098";15800;"kombi";"manuell";170;125000;"diesel";"audi";7;"audi_a6"
"5099";1350;"coupe";"manuell";102;125000;"benzin";"bmw";22;"bmw_3er"
"5100";16690;"suv";"automatik";205;150000;"diesel";"volvo";7;"volvo_xc_reihe"
"5101";2000;"kombi";"manuell";193;150000;"benzin";"bmw";16;"bmw_3er"
"5102";1380;"kleinwagen";"manuell";50;150000;"benzin";"volkswagen";18;"volkswagen_lupo"
"5103";900;"kleinwagen";"manuell";90;90000;"benzin";"opel";17;"opel_corsa"
"5104";14000;"cabrio";"automatik";177;150000;"diesel";"volvo";6;"volvo_c_reihe"
"5105";38200;"kombi";"automatik";150;10000;"diesel";"audi";3;"audi_a3"
"5106";3500;"cabrio";"manuell";135;150000;"benzin";"renault";13;"renault_megane"
"5107";6900;"suv";"manuell";150;150000;"benzin";"toyota";13;"toyota_rav"
"5108";1800;"kleinwagen";"manuell";75;125000;"benzin";"volkswagen";16;"volkswagen_polo"
"5109";2400;"kleinwagen";"manuell";69;150000;"benzin";"ford";10;"ford_fiesta"
"5110";3999;"bus";"manuell";135;150000;"benzin";"renault";10;"renault_scenic"
"5111";2990;"limousine";"manuell";90;150000;"benzin";"volkswagen";13;"volkswagen_golf"
"5112";5800;"cabrio";"automatik";163;150000;"benzin";"mercedes_benz";13;"mercedes_benz_slk"
"5113";6500;"limousine";"manuell";102;125000;"benzin";"volkswagen";10;"volkswagen_golf"
"5114";9900;"limousine";"automatik";170;150000;"diesel";"mercedes_benz";9;"mercedes_benz_c_klasse"
"5115";2500;"limousine";"manuell";75;150000;"benzin";"volkswagen";13;"volkswagen_golf"
"5116";1780;"limousine";"automatik";125;150000;"benzin";"audi";17;"audi_a4"
"5117";6450;"cabrio";"manuell";170;150000;"benzin";"audi";14;"audi_a4"
"5118";500;"kleinwagen";"manuell";50;150000;"benzin";"volkswagen";19;"volkswagen_polo"
"5119";1900;"kombi";"manuell";143;150000;"diesel";"bmw";19;"bmw_5er"
"5120";1850;"kleinwagen";"manuell";54;1e+07;"benzin";"volkswagen";11;"volkswagen_fox"
"5121";1149;"kleinwagen";"manuell";90;150000;"benzin";"opel";18;"opel_tigra"
"5122";16666;"kombi";"automatik";143;40000;"diesel";"seat";4;"seat_exeo"
"5123";890;"kombi";"manuell";110;150000;"benzin";"peugeot";17;"peugeot_4_reihe"
"5124";850;"kombi";"manuell";101;150000;"diesel";"opel";11;"opel_astra"
"5125";990;"kombi";"manuell";75;150000;"lpg";"kia";11;"kia_rio"
"5126";600;"kleinwagen";"manuell";109;150000;"benzin";"peugeot";15;"peugeot_2_reihe"
"5127";8999;"limousine";"manuell";143;150000;"diesel";"bmw";8;"bmw_3er"
"5128";3000;"kombi";"manuell";101;150000;"diesel";"volkswagen";11;"volkswagen_passat"
"5129";6350;"kleinwagen";"manuell";90;90000;"benzin";"honda";6;"honda_jazz"
"5130";10250;"suv";"manuell";150;125000;"benzin";"volkswagen";8;"volkswagen_tiguan"
"5131";5950;"kleinwagen";"manuell";68;1e+07;"diesel";"citroen";9;"citroen_c2"
"5132";3500;"kleinwagen";"manuell";120;125000;"benzin";"peugeot";8;"peugeot_2_reihe"
"5133";14900;"limousine";"automatik";231;150000;"diesel";"mercedes_benz";7;"mercedes_benz_e_klasse"
"5134";9500;"limousine";"automatik";224;150000;"diesel";"volkswagen";11;"volkswagen_phaeton"
"5135";1000;"limousine";"manuell";101;150000;"benzin";"audi";20;"audi_a4"
"5136";18450;"cabrio";"automatik";200;50000;"benzin";"audi";7;"audi_a3"
"5137";4500;"bus";"manuell";82;150000;"diesel";"mercedes_benz";11;"mercedes_benz_sprinter"
"5138";13500;"suv";"manuell";155;90000;"diesel";"hyundai";8;"hyundai_santa"
"5139";1250;"kleinwagen";"manuell";45;125000;"benzin";"opel";19;"opel_corsa"
"5140";4145;"limousine";"manuell";109;150000;"diesel";"mercedes_benz";10;"mercedes_benz_a_klasse"
"5141";2400;"limousine";"manuell";85;125000;"benzin";"opel";13;"opel_astra"
"5142";12000;"coupe";"automatik";218;80000;"benzin";"chrysler";11;"chrysler_crossfire"
"5143";8300;"kleinwagen";"manuell";75;30000;"benzin";"volkswagen";2;"volkswagen_up"
"5144";3990;"cabrio";"manuell";115;125000;"benzin";"mazda";25;"mazda_mx_reihe"
"5145";2700;"kombi";"manuell";115;150000;"diesel";"audi";16;"audi_a4"
"5146";17000;"cabrio";"automatik";179;150000;"diesel";"audi";9;"audi_a4"
"5147";16400;"kombi";"manuell";170;125000;"diesel";"mercedes_benz";6;"mercedes_benz_c_klasse"
"5148";4000;"limousine";"manuell";116;150000;"benzin";"bmw";13;"bmw_3er"
"5149";1800;"limousine";"manuell";170;150000;"benzin";"bmw";17;"bmw_5er"
"5150";3200;"limousine";"automatik";170;150000;"benzin";"bmw";18;"bmw_5er"
"5151";9900;"limousine";"automatik";122;60000;"benzin";"bmw";7;"bmw_1er"
"5152";1500;"limousine";"manuell";97;90000;"benzin";"kia";13;"kia_rio"
"5153";10000;"kombi";"manuell";184;60000;"diesel";"volkswagen";3;"volkswagen_golf"
"5154";4999;"limousine";"automatik";193;150000;"diesel";"bmw";14;"bmw_5er"
"5155";19500;"kombi";"manuell";306;125000;"benzin";"bmw";8;"bmw_3er"
"5156";2000;"suv";"manuell";128;150000;"benzin";"kia";16;"kia_sportage"
"5157";4600;"bus";"manuell";69;90000;"diesel";"volkswagen";7;"volkswagen_caddy"
"5158";7500;"coupe";"automatik";170;150000;"benzin";"bmw";16;"bmw_3er"
"5159";7500;"limousine";"manuell";157;90000;"benzin";"bmw";9;"bmw_1er"
"5160";1250;"limousine";"manuell";101;150000;"benzin";"ford";17;"ford_focus"
"5161";14899;"suv";"manuell";140;125000;"benzin";"suzuki";8;"suzuki_grand"
"5162";1500;"kombi";"automatik";102;150000;"diesel";"mercedes_benz";17;"mercedes_benz_c_klasse"
"5163";3000;"kleinwagen";"manuell";75;90000;"benzin";"renault";8;"renault_twingo"
"5164";1000;"kleinwagen";"automatik";54;150000;"benzin";"smart";15;"smart_fortwo"
"5165";5900;"bus";"manuell";90;60000;"benzin";"opel";11;"opel_meriva"
"5166";7900;"kleinwagen";"manuell";69;50000;"benzin";"toyota";3;"toyota_yaris"
"5167";16900;"bus";"manuell";105;30000;"diesel";"skoda";2;"skoda_roomster"
"5168";10600;"bus";"manuell";151;150000;"diesel";"volkswagen";17;"volkswagen_transporter"
"5169";9450;"limousine";"manuell";105;80000;"benzin";"volkswagen";6;"volkswagen_golf"
"5170";4700;"kleinwagen";"manuell";90;150000;"diesel";"volkswagen";6;"volkswagen_polo"
"5171";18990;"limousine";"automatik";184;150000;"diesel";"bmw";5;"bmw_x_reihe"
"5172";18950;"limousine";"manuell";131;60000;"diesel";"nissan";3;"nissan_qashqai"
"5173";1999;"kombi";"manuell";101;150000;"diesel";"opel";15;"opel_astra"
"5174";900;"kombi";"manuell";140;150000;"diesel";"volvo";18;"volvo_v70"
"5175";7999;"cabrio";"manuell";150;150000;"benzin";"volkswagen";9;"volkswagen_eos"
"5176";5300;"kombi";"manuell";131;150000;"benzin";"audi";13;"audi_a4"
"5177";1500;"kombi";"manuell";116;150000;"benzin";"ford";18;"ford_mondeo"
"5178";12000;"bus";"manuell";97;1e+07;"benzin";"volkswagen";27;"volkswagen_transporter"
"5179";2499;"limousine";"manuell";101;150000;"diesel";"volkswagen";15;"volkswagen_golf"
"5180";5900;"kleinwagen";"manuell";69;70000;"benzin";"fiat";7;"fiat_500"
"5181";8199;"kleinwagen";"manuell";95;90000;"diesel";"ford";5;"ford_fiesta"
"5182";2200;"limousine";"automatik";101;150000;"benzin";"volkswagen";15;"volkswagen_golf"
"5183";1790;"kombi";"manuell";125;150000;"benzin";"audi";20;"audi_a4"
"5184";4950;"cabrio";"manuell";95;60000;"benzin";"ford";12;"ford_ka"
"5185";2990;"suv";"manuell";178;150000;"benzin";"jeep";24;"jeep_wrangler"
"5186";17999;"cabrio";"automatik";258;150000;"benzin";"bmw";9;"bmw_6er"
"5187";4650;"kombi";"manuell";150;150000;"diesel";"opel";7;"opel_astra"
"5188";2800;"kleinwagen";"manuell";68;125000;"benzin";"citroen";7;"citroen_c1"
"5189";2400;"cabrio";"automatik";61;80000;"benzin";"smart";12;"smart_roadster"
"5190";5750;"kombi";"automatik";131;150000;"benzin";"audi";11;"audi_a4"
"5191";890;"coupe";"automatik";88;150000;"benzin";"mazda";20;"mazda_3_reihe"
"5192";499;"kombi";"manuell";110;150000;"diesel";"volkswagen";18;"volkswagen_passat"
"5193";1999;"kleinwagen";"manuell";67;1e+07;"benzin";"toyota";14;"toyota_yaris"
"5194";24900;"kombi";"automatik";140;10000;"diesel";"volkswagen";1;"volkswagen_caddy"
"5195";12250;"coupe";"manuell";170;150000;"benzin";"bmw";8;"bmw_3er"
"5196";500;"limousine";"manuell";122;150000;"benzin";"mercedes_benz";22;"mercedes_benz_c_klasse"
"5197";11800;"kombi";"manuell";142;150000;"benzin";"bmw";7;"bmw_3er"
"5198";1960;"kleinwagen";"automatik";40;70000;"benzin";"smart";15;"smart_fortwo"
"5199";2499;"kleinwagen";"manuell";64;125000;"benzin";"seat";13;"seat_ibiza"
"5200";6950;"kleinwagen";"manuell";87;90000;"benzin";"opel";6;"opel_corsa"
"5201";4500;"bus";"manuell";145;125000;"benzin";"mazda";11;"mazda_5_reihe"
"5202";13249;"limousine";"automatik";170;90000;"benzin";"bmw";9;"bmw_1er"
"5203";8850;"cabrio";"manuell";118;1e+07;"benzin";"bmw";17;"bmw_z_reihe"
"5204";9200;"kleinwagen";"manuell";69;20000;"benzin";"fiat";2;"fiat_500"
"5205";7100;"bus";"manuell";75;80000;"benzin";"volkswagen";10;"volkswagen_caddy"
"5206";2100;"limousine";"manuell";125;150000;"benzin";"audi";18;"audi_a4"
"5207";9990;"bus";"manuell";140;150000;"diesel";"ford";7;"ford_s_max"
"5208";4000;"kleinwagen";"manuell";69;1e+07;"benzin";"ford";7;"ford_ka"
"5209";1900;"kleinwagen";"manuell";60;125000;"benzin";"ford";11;"ford_fiesta"
"5210";4000;"cabrio";"manuell";75;150000;"benzin";"volkswagen";32;"volkswagen_golf"
"5211";10500;"limousine";"manuell";250;150000;"benzin";"volkswagen";10;"volkswagen_golf"
"5212";2000;"cabrio";"automatik";143;150000;"benzin";"ford";22;"ford_mustang"
"5213";14800;"bus";"manuell";105;1e+07;"diesel";"volkswagen";6;"volkswagen_touran"
"5214";4999;"limousine";"automatik";192;150000;"benzin";"bmw";13;"bmw_3er"
"5215";8000;"kleinwagen";"manuell";86;50000;"benzin";"hyundai";3;"hyundai_i_reihe"
"5216";7999;"limousine";"automatik";177;150000;"diesel";"mercedes_benz";12;"mercedes_benz_e_klasse"
"5217";1900;"bus";"automatik";175;150000;"lpg";"ford";19;"ford_galaxy"
"5218";3150;"limousine";"manuell";75;150000;"benzin";"volkswagen";12;"volkswagen_golf"
"5219";900;"kombi";"manuell";75;150000;"benzin";"volkswagen";19;"volkswagen_golf"
"5220";3999;"limousine";"manuell";116;125000;"benzin";"bmw";12;"bmw_3er"
"5221";4800;"limousine";"manuell";80;125000;"benzin";"volkswagen";9;"volkswagen_golf"
"5222";4300;"kleinwagen";"manuell";109;150000;"benzin";"peugeot";14;"peugeot_2_reihe"
"5223";7900;"bus";"manuell";143;150000;"diesel";"mazda";7;"mazda_5_reihe"
"5224";4000;"kombi";"manuell";185;150000;"diesel";"bmw";17;"bmw_5er"
"5225";3399;"kleinwagen";"manuell";75;150000;"benzin";"smart";12;"smart_forfour"
"5226";5500;"bus";"manuell";140;150000;"diesel";"volkswagen";10;"volkswagen_touran"
"5227";13500;"bus";"manuell";150;150000;"diesel";"mercedes_benz";7;"mercedes_benz_vito"
"5228";1250;"limousine";"manuell";126;150000;"diesel";"nissan";13;"nissan_primera"
"5229";1649;"kombi";"manuell";144;150000;"benzin";"opel";14;"opel_omega"
"5230";5800;"limousine";"manuell";170;150000;"diesel";"volkswagen";8;"volkswagen_passat"
"5231";1300;"kleinwagen";"automatik";83;150000;"benzin";"mercedes_benz";16;"mercedes_benz_a_klasse"
"5232";4990;"cabrio";"manuell";140;150000;"benzin";"opel";8;"opel_astra"
"5233";4850;"kombi";"manuell";101;150000;"diesel";"ford";15;"ford_transit"
"5234";11800;"limousine";"manuell";265;150000;"benzin";"subaru";12;"subaru_impreza"
"5235";3500;"cabrio";"manuell";90;150000;"benzin";"volkswagen";18;"volkswagen_golf"
"5236";950;"kleinwagen";"manuell";58;125000;"benzin";"renault";9;"renault_twingo"
"5237";11500;"bus";"manuell";68;125000;"diesel";"volkswagen";22;"volkswagen_transporter"
"5238";4900;"kleinwagen";"manuell";60;80000;"benzin";"ford";7;"ford_fiesta"
"5239";13900;"kombi";"manuell";140;90000;"diesel";"volkswagen";7;"volkswagen_caddy"
"5240";18500;"limousine";"automatik";170;150000;"diesel";"mercedes_benz";5;"mercedes_benz_e_klasse"
"5241";3690;"cabrio";"manuell";95;90000;"benzin";"ford";12;"ford_ka"
"5242";3999;"kombi";"manuell";143;150000;"lpg";"mercedes_benz";12;"mercedes_benz_c_klasse"
"5243";16799;"limousine";"automatik";211;1e+07;"benzin";"volkswagen";5;"volkswagen_golf"
"5244";5950;"suv";"manuell";141;125000;"benzin";"hyundai";11;"hyundai_tucson"
"5245";7450;"kleinwagen";"manuell";86;60000;"benzin";"kia";4;"kia_rio"
"5246";2100;"bus";"manuell";109;125000;"benzin";"peugeot";14;"peugeot_3_reihe"
"5247";3390;"kleinwagen";"manuell";70;125000;"benzin";"daihatsu";9;"daihatsu_cuore"
"5248";17300;"cabrio";"automatik";122;50000;"benzin";"volkswagen";4;"volkswagen_golf"
"5249";5550;"kleinwagen";"manuell";68;30000;"benzin";"citroen";4;"citroen_c1"
"5250";400;"limousine";"manuell";101;150000;"benzin";"volkswagen";19;"volkswagen_golf"
"5251";2100;"kleinwagen";"manuell";60;150000;"benzin";"volkswagen";16;"volkswagen_polo"
"5252";8900;"kombi";"automatik";105;150000;"diesel";"volkswagen";7;"volkswagen_caddy"
"5253";12900;"kombi";"manuell";170;125000;"diesel";"skoda";6;"skoda_octavia"
"5254";1699;"kleinwagen";"manuell";125;150000;"benzin";"audi";16;"audi_a3"
"5255";4500;"kombi";"manuell";101;150000;"diesel";"volkswagen";12;"volkswagen_golf"
"5256";500;"kombi";"manuell";75;150000;"benzin";"opel";18;"opel_astra"
"5257";55800;"bus";"automatik";179;20000;"diesel";"volkswagen";1;"volkswagen_transporter"
"5258";2550;"kombi";"automatik";163;150000;"diesel";"audi";13;"audi_a4"
"5259";9000;"bus";"manuell";105;150000;"diesel";"volkswagen";6;"volkswagen_golf"
"5260";1450;"kombi";"manuell";90;150000;"diesel";"volkswagen";17;"volkswagen_golf"
"5261";7499;"kombi";"automatik";232;150000;"diesel";"audi";10;"audi_a6"
"5262";5250;"kleinwagen";"manuell";58;30000;"benzin";"renault";5;"renault_twingo"
"5263";10000;"kombi";"manuell";120;70000;"benzin";"mini";7;"mini_clubman"
"5264";8899;"bus";"manuell";105;1e+07;"diesel";"volkswagen";7;"volkswagen_golf"
"5265";2300;"limousine";"manuell";105;150000;"diesel";"alfa_romeo";16;"alfa_romeo_156"
"5266";16999;"coupe";"automatik";204;90000;"diesel";"bmw";7;"bmw_1er"
"5267";4000;"kleinwagen";"manuell";65;150000;"benzin";"volkswagen";11;"volkswagen_polo"
"5268";6400;"coupe";"manuell";163;125000;"benzin";"mercedes_benz";15;"mercedes_benz_c_klasse"
"5269";11500;"kombi";"manuell";150;150000;"benzin";"bmw";10;"bmw_3er"
"5270";4299;"coupe";"manuell";193;150000;"benzin";"bmw";16;"bmw_3er"
"5271";7999;"bus";"automatik";140;125000;"benzin";"citroen";9;"citroen_c4"
"5272";2800;"kleinwagen";"manuell";54;150000;"benzin";"volkswagen";8;"volkswagen_fox"
"5273";1100;"kleinwagen";"manuell";60;150000;"benzin";"ford";15;"ford_fiesta"
"5274";1200;"kleinwagen";"manuell";60;150000;"benzin";"peugeot";15;"peugeot_1_reihe"
"5275";8999;"limousine";"manuell";192;150000;"benzin";"bmw";12;"bmw_x_reihe"
"5276";16900;"bus";"manuell";105;70000;"diesel";"volkswagen";4;"volkswagen_touran"
"5277";700;"kleinwagen";"manuell";60;150000;"benzin";"volkswagen";20;"volkswagen_polo"
"5278";15500;"kombi";"automatik";125;30000;"benzin";"audi";4;"audi_a3"
"5279";9000;"limousine";"manuell";118;70000;"benzin";"mercedes_benz";25;"mercedes_benz_200"
"5280";14500;"cabrio";"manuell";126;50000;"benzin";"mazda";4;"mazda_mx_reihe"
"5281";9480;"limousine";"manuell";131;80000;"benzin";"renault";6;"renault_megane"
"5282";44950;"coupe";"manuell";325;90000;"benzin";"porsche";10;"porsche_911"
"5283";28900;"kombi";"automatik";184;30000;"diesel";"audi";2;"audi_a3"
"5284";4500;"limousine";"manuell";54;125000;"diesel";"volkswagen";31;"volkswagen_golf"
"5285";8500;"kombi";"automatik";231;150000;"diesel";"bmw";10;"bmw_5er"
"5286";5400;"kombi";"automatik";231;150000;"benzin";"bmw";15;"bmw_3er"
"5287";1200;"kleinwagen";"automatik";54;150000;"benzin";"smart";17;"smart_fortwo"
"5288";2999;"bus";"manuell";90;150000;"diesel";"ford";8;"ford_transit"
"5289";1650;"kleinwagen";"automatik";102;150000;"benzin";"mercedes_benz";16;"mercedes_benz_a_klasse"
"5290";4999;"kombi";"manuell";131;150000;"diesel";"renault";10;"renault_megane"
"5291";3450;"limousine";"manuell";110;150000;"benzin";"volkswagen";14;"volkswagen_golf"
"5292";18999;"kombi";"manuell";140;1e+07;"diesel";"volkswagen";5;"volkswagen_passat"
"5293";15500;"limousine";"manuell";140;50000;"diesel";"volkswagen";4;"volkswagen_golf"
"5294";7150;"suv";"manuell";107;150000;"diesel";"dacia";5;"dacia_duster"
"5295";18500;"coupe";"automatik";332;90000;"benzin";"ford";11;"ford_mustang"
"5296";1350;"kleinwagen";"automatik";54;150000;"benzin";"smart";14;"smart_fortwo"
"5297";8599;"kombi";"manuell";193;150000;"diesel";"bmw";14;"bmw_5er"
"5298";185000;"cabrio";"automatik";170;5000;"benzin";"mercedes_benz";45;"mercedes_benz_sl"
"5299";16680;"limousine";"manuell";158;90000;"diesel";"bmw";4;"bmw_1er"
"5300";4990;"bus";"manuell";90;150000;"diesel";"opel";8;"opel_vivaro"
"5301";3599;"limousine";"manuell";105;150000;"diesel";"volkswagen";12;"volkswagen_golf"
"5302";790;"kleinwagen";"manuell";50;1e+07;"benzin";"ford";20;"ford_fiesta"
"5303";800;"limousine";"manuell";90;150000;"benzin";"ford";20;"ford_mondeo"
"5304";13500;"kombi";"manuell";231;150000;"diesel";"bmw";9;"bmw_5er"
"5305";750;"kleinwagen";"manuell";60;150000;"benzin";"peugeot";16;"peugeot_2_reihe"
"5306";1390;"kleinwagen";"manuell";58;1e+07;"benzin";"renault";16;"renault_twingo"
"5307";8500;"limousine";"manuell";102;125000;"benzin";"volkswagen";7;"volkswagen_golf"
"5308";9799;"coupe";"automatik";231;125000;"benzin";"bmw";14;"bmw_3er"
"5309";799;"kleinwagen";"manuell";60;150000;"benzin";"ford";15;"ford_ka"
"5310";3690;"kombi";"manuell";140;150000;"diesel";"skoda";10;"skoda_octavia"
"5311";28000;"limousine";"automatik";184;30000;"diesel";"volkswagen";1;"volkswagen_golf"
"5312";4250;"bus";"manuell";75;150000;"diesel";"fiat";26;"fiat_ducato"
"5313";12699;"kombi";"manuell";125;1e+07;"benzin";"audi";6;"audi_a3"
"5314";3950;"limousine";"automatik";163;150000;"diesel";"bmw";13;"bmw_5er"
"5315";800;"limousine";"manuell";75;150000;"benzin";"mitsubishi";20;"mitsubishi_lancer"
"5316";600;"kleinwagen";"manuell";45;150000;"benzin";"volkswagen";20;"volkswagen_polo"
"5317";4800;"limousine";"manuell";143;150000;"diesel";"volkswagen";6;"volkswagen_golf"
"5318";1900;"coupe";"manuell";113;150000;"benzin";"renault";13;"renault_megane"
"5319";1800;"bus";"manuell";115;150000;"benzin";"opel";16;"opel_zafira"
"5320";4755;"kleinwagen";"manuell";82;90000;"benzin";"ford";7;"ford_fiesta"
"5321";690;"kleinwagen";"manuell";60;150000;"benzin";"opel";18;"opel_corsa"
"5322";1750;"limousine";"manuell";101;150000;"benzin";"ford";12;"ford_focus"
"5323";1400;"kleinwagen";"manuell";45;70000;"benzin";"opel";24;"opel_corsa"
"5324";5800;"kombi";"manuell";224;150000;"diesel";"audi";10;"audi_a6"
"5325";2500;"kleinwagen";"manuell";75;125000;"benzin";"opel";14;"opel_corsa"
"5326";2350;"kleinwagen";"manuell";75;125000;"benzin";"opel";12;"opel_corsa"
"5327";2000;"kleinwagen";"manuell";64;150000;"benzin";"skoda";11;"skoda_fabia"
"5328";500;"limousine";"manuell";90;150000;"benzin";"audi";27;"audi_80"
"5329";1299;"limousine";"manuell";90;150000;"benzin";"audi";25;"audi_80"
"5330";3300;"kombi";"automatik";150;150000;"diesel";"opel";11;"opel_vectra"
"5331";1550;"kleinwagen";"manuell";60;150000;"benzin";"volkswagen";17;"volkswagen_polo"
"5332";2650;"kleinwagen";"manuell";52;1e+07;"benzin";"volkswagen";11;"volkswagen_fox"
"5333";10500;"limousine";"manuell";163;150000;"diesel";"bmw";10;"bmw_3er"
"5334";9990;"kombi";"automatik";150;150000;"diesel";"mercedes_benz";10;"mercedes_benz_e_klasse"
"5335";1000;"limousine";"manuell";107;150000;"benzin";"renault";17;"renault_scenic"
"5336";11000;"kombi";"automatik";232;150000;"diesel";"audi";9;"audi_a6"
"5337";2800;"kleinwagen";"manuell";92;125000;"benzin";"suzuki";8;"suzuki_swift"
"5338";1900;"kleinwagen";"manuell";60;150000;"benzin";"citroen";12;"citroen_c2"
"5339";950;"kleinwagen";"manuell";90;150000;"benzin";"nissan";14;"nissan_almera"
"5340";7300;"limousine";"manuell";177;125000;"benzin";"audi";12;"audi_a6"
"5341";4500;"limousine";"manuell";200;150000;"diesel";"audi";14;"audi_a3"
"5342";4799;"limousine";"manuell";116;125000;"benzin";"bmw";13;"bmw_3er"
"5343";1200;"kombi";"manuell";109;150000;"benzin";"volvo";17;"volvo_v40"
"5344";1399;"limousine";"manuell";101;150000;"benzin";"audi";18;"audi_a4"
"5345";3800;"limousine";"manuell";116;150000;"diesel";"volkswagen";15;"volkswagen_bora"
"5346";5850;"cabrio";"manuell";98;150000;"benzin";"volkswagen";25;"volkswagen_golf"
"5347";1199;"limousine";"manuell";102;125000;"benzin";"opel";18;"opel_astra"
"5348";4000;"limousine";"manuell";177;150000;"diesel";"bmw";9;"bmw_3er"
"5349";1111;"kleinwagen";"manuell";115;150000;"benzin";"volkswagen";17;"volkswagen_beetle"
"5350";4900;"kombi";"manuell";101;150000;"diesel";"opel";10;"opel_astra"
"5351";4199;"kleinwagen";"manuell";75;150000;"benzin";"audi";14;"audi_a2"
"5352";50000;"coupe";"automatik";170;150000;"diesel";"mercedes_benz";4;"mercedes_benz_c_klasse"
"5353";7999;"kombi";"manuell";204;150000;"diesel";"audi";4;"audi_a6"
"5354";14850;"limousine";"automatik";232;150000;"diesel";"audi";10;"audi_q7"
"5355";5700;"limousine";"manuell";177;150000;"diesel";"bmw";12;"bmw_5er"
"5356";12000;"cabrio";"automatik";197;1e+07;"benzin";"mercedes_benz";13;"mercedes_benz_clk"
"5357";3999;"coupe";"manuell";179;150000;"benzin";"audi";15;"audi_tt"
"5358";650;"bus";"manuell";54;150000;"diesel";"renault";15;"renault_kangoo"
"5359";10999;"coupe";"manuell";224;125000;"benzin";"audi";16;"audi_tt"
"5360";3300;"kombi";"manuell";170;150000;"benzin";"bmw";15;"bmw_3er"
"5361";650;"limousine";"manuell";130;150000;"benzin";"ford";16;"ford_mondeo"
"5362";6899;"kombi";"automatik";150;150000;"diesel";"opel";10;"opel_signum"
"5363";14350;"limousine";"automatik";155;1e+07;"diesel";"mercedes_benz";7;"mercedes_benz_c_klasse"
